Text,Normalized Result
子宫颈 / 低 / 分化腺癌,子宫颈 / 恶性肿瘤 / 腺癌
位置 / 性眼震,眼球 / 震颤
右膝 / 髌 / 髌侧 / 滑膜 / 皱襞 / 综合征,膝关节 / 滑膜 / 皱襞 / 综合征
双肺 / 下叶 / 局限性 / 气肿 / 肺 / 间质性 / 改变 / 前,肺气肿
G / 周 / 妊娠 / 分娩 / LO,正 / 分娩
左尺 / 侧 / 副 / 韧止 / 点 / 撕脱 / 性骨折,尺侧 / 副 / 韧 / 断裂
双下肢 / 肢体 / 发育 / 良,先天性 / 发育 / 异
胃酸 / 返流,反酸
右眼 / 玻璃体 / 血,玻璃体 / 积血
陈旧性 / 腔隙性 / 梗死,腔隙性 / 脑梗死
慢性 / 阻塞性 / 肺 / 疾病 / 肺部 / 感染,慢性 / 阻塞性 / 肺 / 疾病 / 肺部 / 感染
食 / 乳头状 / 瘤 / 术后,食 / 良性肿瘤 / 乳头状 / 瘤
宫颈 / II / 级,宫颈 / 皮瘤样 / 病变 / CINII / 级
乳腺癌 / 术后 / 左 / 颈部 / 淋巴结 / 肿,乳腺 / 术后 / 乳腺 / 恶性肿瘤 / 癌颈 / 淋巴结 / 肿
顽性 / 座疮 / 心 / 脾气 / 阴两虚,痤疮
双乳 / 分 / 叶状 / 肿瘤,叶状 / 瘤
晕厥 / 查 / 心源性 / 癫痫 / 性,晕厥 / 癫痫 / 心源性 / 晕厥
前列腺 / 增生症 / 术后,前列腺 / 增生 / 前列腺 / 术后
痢疾 / 复查,未 / 特指 / 细菌性痢疾
胸椎 / 骨质 / 破坏 / 查伴 / 全瘫,完全性 / 瘫痪 / 骨质 / 破坏
右脚 / 距骨 / 骨裂,距骨 / 骨折
口 / 溃疡,口腔粘膜 / 溃疡
双眼 / 角膜 / 病变 / 前列腺 / 肥,角膜 / 未 / 特指 / 疾患 / 前列腺 / 增生
右 / 臀 / 肌 / 扭伤,身体 / 未 / 特指 / 部位 / 脱位 / 扭伤 / 劳损
左 / 下肢 / 肌萎缩,下肢 / 肌肉 / 萎缩
肝 / 交界 / 恶性肿瘤,肝 / 恶性肿瘤
火焰 / 烧伤 / 左手,手部 / 烧伤 / 火焰 / 烧伤
粘膜 / 下 / 平滑肌 / 瘤,平滑肌 / 瘤
膈 / 肺门 / 占位,胸腔 / 占位性 / 病变 / 肺 / 占位性 / 病变
右 / 扁桃体 / 癌 / 综合 / 治疗 / 后,扁桃体 / 恶性肿瘤 / 癌
发作 / 性意识 / 清原 / 查君爵,意识 / 障碍
肾 / 母细胞 / 瘤 / 化疗,肾 / 恶性肿瘤 / 肾 / 母细胞 / 瘤 / 化学治疗
右小腿 / 截肢 / 术后 / 骨 / 外露 / 感染,截肢
特发性 / 耳聋,特发性 / 突聋
坐骨 / 神炎,下肢 / 神炎
右侧 / 颈 / 总 / 动脉 / 粥样 / 硬化 / 斑块 / 形成,颈 / 总 / 动脉 / 斑块 / 颈动脉 / 粥样 / 硬化
右 / 颞叶 / 海马 / 异 / 信号 / 缺血 / 脱髓鞘 / 改变,脱髓鞘 / 性 / 脑病 / 脑血供 / 血足
乙状结肠 / 状 / 腺瘤 / 伴 / 低度 / 皮瘤 / 变,状 / 腺瘤 / 乙状结肠 / 良性肿瘤
低钾 / 低钠 / 低 / 氯 / 血症,低钠血症 / 低钾血症 / 低氯 / 血症
左 / 肾 / 旋转 / 良伴 / 缺血性 / 改变,先天性 / 肾 / 旋转 / 良
盆腔 / 粘液性 / 囊性瘤,盆腔 / 良性肿瘤 / 粘液性 / 囊 / 腺瘤
颈动脉 / 椎基 / 动脉 / 脑 / 动脉 / 粥样 / 硬,颈动脉 / 粥样 / 硬化
直肠 / 下段 / 类癌,类 / 癌瘤
左示 / 指 / 陈旧性 / 完全 / 缺,创伤性 / 手指 / 缺
右 / 眼睑 / 损伤,眼睑 / 眼周区 / 浅表 / 损伤
慢性 / 气炎 / 高血压 / 冠心病 / 重度 / 骨关节 / 病 / 失眠 / 行动,慢性 / 气炎 / 高血压 / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / 重度 / 骨关节 / 病 / 失眠
右 / 股骨 / 端 / 动脉瘤 / 样骨 / 囊肿,股骨 / 骨 / 囊肿 / 动脉瘤 / 性骨 / 囊肿
左 / 股骨 / 中段 / 癌,股骨 / 恶性肿瘤 / 癌
右 / 乳腺 / 导 / 乳头状 / 肿瘤,乳腺 / 良性肿瘤 / 导 / 乳头状 / 瘤
脊髓 / 松解 / 后 / 小 / 失禁,尿失禁 / 失禁
胃体 / 癌伴 / 腹腔 / 种植 / 转移 / 化疗 / 后 / Ⅰ / V,胃体 / 恶性肿瘤 / 癌 / 腹腔 / 继发 / 恶性肿瘤 / 化学治疗
肝 / 骨转移 / 癌 / 介入 / 治疗,肝 / 继发 / 恶性肿瘤 / 骨 / 继发 / 恶性肿瘤 / 恶性肿瘤 / 介入 / 治疗 / 转移性 / 癌
量减少,月 / 稀少
左 / 臀部 / 状 / 疱疹 / 后遗 / 神症,状 / 疱疹 / 后遗症 / 神症 / 性障碍
左 / 下肢 / 浮肿 / 查 / 淋巴 / 回流 / 障碍性,淋巴 / 回流 / 障碍 / 下肢 / 水肿
颈动脉 / 粥样 / 硬化症,颈动脉 / 粥样 / 硬化
FF / 染色体 / 态 / 改变,染色体 / 病
骨髓 / 增殖性 / 肿瘤 / 治疗 / 后,骨髓 / 增生 / 异性 / 骨髓 / 增殖性 / 肿瘤 / 分型
腹膜 / 后 / 高 / 分化 / 脂肪 / 肉瘤,腹膜 / 后 / 恶性肿瘤 / 高 / 分化 / 脂肪 / 肉瘤
深脉 / 血栓 / 形成 / 下腔 / 静脉 / 段 / 双 / 肾 / 静脉,静脉 / 血栓 / 形成
鞍区 / 占位 / 性质 / 查,颅 / 占位性 / 病变
错构瘤,错构瘤
反应 / 性 / T / 淋巴细胞 / 增生,淋巴细胞 / 增殖性 / 疾病
左 / 颈部 / 腮裂 / 囊肿 / 改变,鳃裂囊肿
甲状腺 / 右侧 / 叶 / 腺瘤,甲状腺 / 良性肿瘤 / 腺瘤
药疹 / 血性 / 水肿 / 型,药物 / 性皮炎 / 药疹
乙状结肠 / 粘液腺癌 / 伴 / 梗阻 / 肝 / 转移 / pTNMIVa / 期,乙状结肠 / 恶性肿瘤 / 粘液腺癌 / 结 / 肠梗阻 / 肝 / 继发 / 恶性肿瘤 / 转移性 / 粘液腺癌
胰腺癌 / 放疗 / 肝 / 转移 / 血小板 / 降低 / 化疗 / 食欲 / 差,胰腺 / 恶性肿瘤 / 恶性肿瘤 / 放疗 / 肝 / 继发 / 恶性肿瘤 / 血小板 / 减少 / 化学治疗 / 食欲 / 振癌 / 转移性 / 癌
次数 / 增查 / 肛门 / 潮湿,习惯 / 改变
肌腱 / 血 / 损伤,身体 / 未 / 特指 / 部位 / 血 / 损伤
小 / 细胞 / 鳞状 / 细胞 / 癌,小 / 细胞 / 鳞状 / 细胞 / 癌
脏器 / 功全累 / 呼吸 / 心肌 / 肝肾 / 凝血 / 代谢,脏器 / 功 / 障碍 / 综合征 / MODS
突发性 / 耳聋 / 特发性 / 聋,突发性 / 聋 / 特发性 / 突聋
电解质 / 功 / 紊乱 / 低钾 / 低 / 钙,电解质 / 紊乱 / 低钾血症 / 低 / 钙 / 血症
右 / 膝关节 / 外侧 / 完全 / 盘状 / 月 / 板 / 撕裂,先天性 / 盘状 / 月 / 板 / 膝 / 外侧 / 月 / 板 / 撕裂
右眼 / 原始 / 玻璃体 / 增生症,永存 / 原始 / 玻璃体 / 增生症
腮 / 综合症,鳃 / 弓 / 综合征 / Goldenhar / 综合征
阴道 / 鳞癌 / Ⅰ / 期 / 放化疗 / 后,阴道 / 恶性肿瘤 / 鳞状 / 细胞 / 癌 / 恶性肿瘤 / 放疗 / 化学治疗
头皮 / 血 / 畸形,头皮 / 血 / 畸形
创伤性 / 胰腺 / 断裂,胰腺 / 破裂
降 / 结肠 / 状 / 腺瘤 / 伴 / 低级 / 皮瘤 / 变,降 / 结肠 / 良性肿瘤 / 状 / 腺瘤
左 / 回旋 / 支 / 闭塞 / 支 / 轻中度 / 狭窄,冠状动脉 / 狭窄 / 冠状动脉 / 闭塞
混合 / 痣,痣
原发性 / 肝癌 / 右肝 / 动脉 / 插 / 化疗 / 栓塞 / 术后,肝 / 恶性肿瘤 / 癌
新生儿 / 溶血 / 病 / BO,新生儿 / BO / 血型 / 合 / 溶血 / 病
早孕 / 腹痛,妊娠 / 状态 / 腹痛
脏器 / 功 / 障碍 / 肝肾 / 脑 / 凝血,脏器 / 功 / 障碍 / 综合征 / MODS
左乙状 / 窦横 / 窦 / 狭窄 / 颅 / 发腔隙 / 性 / 梗死,腔隙性 / 脑梗死 / 发性 / 脑梗死
右乳 / 纤维 / 性瘤,乳腺 / 良性肿瘤 / 纤维 / 腺瘤
左 / 肾 / 透明 / 细胞 / 癌 / 术后 / 发 / 骨转移,肾 / 术后 / 肾 / 恶性肿瘤 / 透明 / 细胞 / 癌骨 / 继发 / 恶性肿瘤 / 转移性 / 透明 / 细胞 / 癌
骨关节 / 病颈 / 肩 / 腰腿痛,骨关节 / 病 / 腰痛 / 颈痛 / 肩痛 / 下肢 / 疼痛
眼 / 浮肿 / 面部 / 红肿,水肿 / 面部 / 肿胀
停周 / B超 / 提示 / 胎儿 / 胎盘 / 异 / 回声,妊娠 / 状态
肝肾 / 足视物 / 清,视觉 / 模糊
乳腺癌 / 晚期 / 复发,乳腺 / 恶性肿瘤 / 癌 / 恶性肿瘤 / 复发
左 / 膝关节 / 滑膜 / 皱襞 / 嵌压,膝关节 / 滑膜 / 皱襞 / 综合征
女性 / 盆腔 / 囊肿,盆腔 / 囊肿
右侧 / 室膜 / 下 / 囊肿,室膜 / 囊肿
周围 / 神癌,周围 / 神 / 主神 / 系统 / 恶性肿瘤 / 癌
右足 / 跖 / 趾 / 关节 / 脱位,跖 / 趾 / 关节 / 脱位
左乳 / 肿块 / 性质 / 查癌,乳房 / 肿物 / 乳腺 / 恶性肿瘤 / 癌
颈椎 / 损伤 / 伴全 / 瘫,完全性 / 瘫痪 / 脊柱 / 损伤
双眼 / 局限性 / 脉络膜 / 视网膜 / 色素 / 皮 / 病变,分类 / 处 / 疾病 / 引 / 脉络膜 / 视网膜 / 疾患
特指 / 贫血,特指 / 贫血
双踝 / 跌伤,踝部 / 损伤 / 跌倒
非 / 霍金 / 淋巴瘤 / 放化疗 / 胃 / 淋巴瘤 / 呼吸道 / 感染 / 乙肝 / 感染 / 细胞 / 低下 / 疼痛 / 口腔炎,非 / 霍金 / 淋巴瘤 / 恶性肿瘤 / 放疗 / 化学治疗 / 胃 / 淋巴瘤 / 呼吸道 / 感染 / 细胞 / 减少 / 疼痛 / 口炎
宫颈 / CIN / 后期,宫颈 / 皮瘤样 / 病变 / CINII / 级期
急性 / 粒核 / 细胞 / 血病,急性 / 粒核 / 细胞 / 血病 / M / 型 / 急性 / 粒核 / 细胞 / 血病
右肺 / 小 / 细胞 / 癌 / 广泛 / 期,右肺 / 恶性肿瘤 / 小 / 细胞 / 癌
子宫颈 / 鳞癌 / 联合 / 治疗 / 后诊 / 检查,子宫颈 / 恶性肿瘤 / 鳞状 / 细胞 / 癌 / 恶性肿瘤 / 联合 / 治疗 / 后诊 / 检查
左 / 肺叶 / 周围 / 型 / 腺癌 / cTaNMIV / 期 / 左侧 / 胸膜 / 叶间 / 胸膜 / 转移 / 左侧 / 恶性,左 / 肺叶 / 恶性肿瘤 / 腺癌 / 胸膜 / 继发 / 恶性肿瘤 / 转移性 / 腺癌 / 淋巴结 / 继发 / 恶性肿瘤
狼疮 / 相关性 / 肺动脉 / 高压,红斑狼疮 / 肺动脉 / 高压
退行性 / 心 / 瓣膜病,年性 / 心脏 / 瓣膜病
左眼 / 黄斑 / 病变 / 渗,视网膜 / 病
眼眶 / 特指 / 疾患 / 双侧 / 眼眶 / 良性 / 病变,未 / 特指 / 眼眶 / 疾患
完全 / 阴道 / 隔,阴道 / 隔
右手 / 环 / 指节 / 指骨 / 基底 / 桡侧 / 骨裂 / 无 / 移位,指 / 骨节 / 骨折
双 / 眼睑 / 倒睫 / 术后,倒睫 / 眼 / 术后
肾 / 错构瘤 / 破裂 / 血,肾 / 错构瘤 / 破裂 / 血
妊娠 / 合桥氏 / 甲状腺炎,身 / 免疫性 / 甲状腺炎 / 桥病 / 妊娠 / 状态
双 / 侧脑室 / 脑室 / 形态 / 扩,脑室 / 扩张
右侧 / 颞叶 / 侧 / 梗塞 / 急性期 / 发性 / 腔隙性 / 脑梗塞,发性 / 脑梗死 / 腔隙性 / 脑梗死
右 / 颌下腺 / 导 / 结石 / 伴右 / 颌下腺 / 慢性 / 炎症,下 / 颌下腺 / 导 / 结石 / 慢性 / 下 / 颌下腺炎
左下 / 肺 / 腺癌 / TNMOIb / 期 / 术后,肺 / 术后 / 左肺 / 下叶 / 恶性肿瘤 / 腺癌
慢性 / 阻塞性 / 肺气肿,慢性 / 阻塞性 / 肺 / 疾病 / 肺气肿
左 / 腋下 / 淋巴结 / Castleman / 病,Castleman / 病
退行性 / 瓣膜病 / 尖瓣 / 尖瓣 / 主动脉瓣,尖瓣 / 退行性 / 变尖 / 瓣 / 病 / 退行性 / 主动脉瓣 / 疾患
嗽 / 肺气 / 宣,嗽
胎儿 / 溶血,胎儿 / 新生儿 / 未 / 特指 / 溶血性 / 疾病
宫颈 / 腺体 / 囊性 / 增生 / 伴 / 局部 / 腺体 / 低级 / 异型 / 增生,子宫 / 膜 / 囊性 / 增生
胸 / 背部 / 肌 / 筋膜 / 劳损,背部 / 劳损
产伤性 / Ⅱ / 度 / 阴裂 / 伤,分娩 / 伴阴裂 / 伤 / II / 度
子宫 / 膜 / 腺 / 鳞癌,子宫 / 膜 / 恶性肿瘤 / 腺 / 鳞癌
双 / 眼睑 / 睑缘炎,睑缘炎
胃角 / 异位 / 胰腺 / 镜下 / 剥术 / ESD / 后,胃 / 异位 / 胰腺
糖尿病 / 冠心病 / 咽喉 / 痛,糖尿病 / 冠状动脉 / 粥样 / 硬化性 / 心脏病
疱性 / 表皮 / 坏死 / 松解 / 萎缩 / 型 / 药疹,莱尔 / 综合征 / lyell / 综合征
降 / 结肠 / 高 / 分化腺癌 / 根治术 / 后 / I / 期 / PTNM,腺癌 / 降 / 结肠 / 恶性肿瘤 / 结肠 / 术后
桡骨 / 骨折 / 愈合,桡骨 / 骨折
PNCRETICCNCER,胰腺 / 恶性肿瘤 / 癌
右 / 肾盂 / 输尿炎 / 性病变,肾盂肾炎 / 输尿炎
双眼 / 浮肿 / 敏 / 性疾病,眼睑 / 水肿 / 敏 / 反应
右乳 / 浸润性 / 导癌 / 术后 / 化疗 / pT,浸润性 / 导癌 / 乳腺 / 恶性肿瘤 / 恶性肿瘤 / 术后 / 化疗
原发性 / 腹膜 / 癌 / IIIC / 期,腹膜 / 恶性肿瘤 / 癌
右颊 / 粘膜 / 斑病,口腔粘膜 / 斑病
右室 / 双口,右心室 / 双口
前庭 / 腺 / 急性 / 化脓性 / 渗物 / 增生 / 肉芽 / 组织,前庭 / 腺 / 脓肿 / 巴氏 / 腺 / 脓肿
皮肤 / 黑色素 / 沉 / 纳差,黑色素 / 沉度 / 食欲 / 振
高血压 / 冠心病 / 支气炎,高血压 / 支气炎 / 冠状动脉 / 粥样 / 硬化性 / 心脏病
鼻眶 / 颅底 / 真菌病,未 / 特指 / 真菌病
直肠 / 绒毛状 / 腺瘤,状 / 绒毛状 / 腺瘤 / 直肠 / 良性肿瘤
右 / 下腹 / 肠壁 / 疑 / 结节 / 查,肠 / 占位
骶 / 尾部 / 左 / 髋部 / 压迫 / 性溃疡,压疮
宫颈 / 鳞癌 / II / 期 / 化疗 / 后,子宫颈 / 恶性肿瘤 / 鳞状 / 细胞 / 癌 / 化学治疗
宫颈 / CIN / 级 / 阴道 / 前后 / 壁 / 膨,宫颈 / 皮瘤样 / 病变 / CINII / 级
双眼 / ROP / Ⅱ / 区期 / Plus,早产儿 / 视网膜 / 病
部分 / 性 / 发作 / 继发 / 全身 / 发作,癫痫 / 部分 / 性 / 发作 / 癫痫 / 发作 / 状态
先天性 / 鳃裂囊肿,鳃裂囊肿
双乳 / 纤维 / 腺瘤 / 合 / 纤维 / 囊性 / 乳腺病,乳腺 / 良性肿瘤 / 纤维 / 腺瘤 / 乳房 / 纤维 / 囊性 / 乳腺病
双肺 / 尖部 / 部分 / 纤维 / 硬结 / 灶 / 性质 / 查,肺 / 诊断 / 性影异
手 / 外伤 / 右手 / 环指,手指 / 损伤
右 / 乳癌 / 术前 / 新 / 辅助 / 化疗 / 后,乳腺 / 恶性肿瘤 / 化学治疗 / 癌
先天性 / 矫正 / 型 / 血 / 转位,矫正 / 性 / 动脉 / 转位
部分 / 性 / 发作 / 继发 / 全身 / 强直 / 阵挛 / 发作,癫痫 / 发作 / 全身 / 强直 / 阵挛性 / 发作
右侧 / 盆腔 / 异位 / 肾伴 / 旋转 / 良,肾 / 异位 / 先天性 / 肾 / 旋转 / 良
食 / 狭窄 / 食 / 恶性肿瘤,食 / 狭窄 / 食 / 恶性肿瘤
股头 / 肌腱 / 髌韧 / 部分 / 撕裂,髌韧 / 损伤 / 股头 / 肌 / 肌腱 / 损伤
乙状结肠 / 状 / 腺瘤 / Ⅰ / 级 / 缘查 / 病变,状 / 腺瘤 / 乙状结肠 / 良性肿瘤
甲状腺 / 双叶 / 微小 / 乳头状 / 癌,甲状腺 / 恶性肿瘤 / 乳头状 / 微小 / 癌
颈椎 / 椎间盘 / 退行性 / 病变,颈 / 椎间盘 / 变性
左眼 / 障 / 人工 / 晶体 / 植入术 / 后,障 / 人工 / 晶体 / 植入 / 状态
抑郁 / 伴 / 躯体 / 功 / 障碍,抑郁 / 状态 / 躯体 / 性机 / 障碍
右 / 坐骨 / 神瘤,神瘤 / 坐骨 / 神 / 良性肿瘤
硒 / 肺嗽 / 喘 / 胸闷,矽肺 / 硅沉 / 病嗽 / 喘息 / 胸闷
左 / 足底 / 黑色素瘤 / 扩 / 术后 / 左 / 下肢 / 肌肉 / 间 / 转移 / 肺肝 / 转移 / 胃溃疡,足部 / 恶性肿瘤 / 恶性 / 黑色素瘤 / 下肢 / 继发 / 恶性肿瘤 / 肺 / 继发 / 恶性肿瘤 / 肝 / 继发 / 恶性肿瘤 / 胃溃疡 / 转移性 / 恶性 / 黑色素瘤
小肠 / 炎症性 / 肠病,炎症性 / 肠病
环血 / 冠心病,放置 / 子宫 / 避孕 / 装置 / 血 / 冠状动脉 / 粥样 / 硬化性 / 心脏病
右腰 / 背部 / 囊肿,腰部 / 囊肿 / 背部 / 囊肿
良性 / 前列腺 / 组织 / 伴 / 间质 / 慢性 / 炎,慢性 / 前列腺炎
胃 / 疼病 / 全麻 / 胃肠 / 镜检查 / 丙泊酚 / 耐受,胃痛
双下 / 肺 / 肺炎,肺炎
型 / 糖尿病 / 高脂血症 / 高血压病 / 糖尿病 / 伴神 / 发症 / 糖尿病 / 伴肾 / 发症 / 动脉硬化 / 性 / 心脏病 / 糖尿病 / 伴眼 / 发症,型 / 糖尿病 / 高脂血症 / 高血压 / 型 / 糖尿病 / 伴神 / 系统 / 发症 / 非 / 胰岛素 / 赖型 / 糖尿病 / 伴肾 / 发症 / 动脉硬化 / 性 / 心脏病 / 非 / 胰岛素 / 赖型 / 糖尿病 / 伴眼 / 发症
阴囊炎 / 性 / 破溃,阴囊炎 / 阴囊 / 开放性 / 损伤
小 / 细胞 / 肺癌 / 晚期 / 化疗 / 水肿 / 利尿 / 秘 / 食欲 / 减退 / 肝功 / 损害 / 肺部 / 感染 / 嗽 / 行动 / 疼痛,肺 / 恶性肿瘤 / 小 / 细胞 / 癌 / 化学治疗 / 水肿 / 秘 / 食欲 / 振 / 肝功 / 异 / 肺部 / 感染 / 嗽 / 疼痛
浮肿 / 血瘀 / 胸痹 / 嗽 / 咽痛,嗽 / 咽痛 / 水肿
右侧 / 臀部 / 截瘫 / 后 / 褥疮,未 / 特指 / 截瘫 / 压疮
升结肠 / 中 / 高 / 分化 / 状 / 腺癌,状 / 腺癌 / 升结肠 / 恶性肿瘤
脊椎 / 转移 / 癌,脊柱 / 继发 / 恶性肿瘤 / 转移性 / 癌
食胃 / 结合部 / 腺癌,食胃 / 接部 / 恶性肿瘤 / 腺癌
左 / 胫 / 腓骨 / 骨 / 挫伤,小腿 / 骨折
分泌 / 胰腺癌,分泌 / 胰腺 / 恶性肿瘤 / 癌
LS / 区异 / 高密度 / 影 / 性质 / 查,特指 / 身体 / 结构 / 诊断 / 性影 / 检查 / 异
食 / 胸中 / 段 / 中 / 分化 / 鳞癌 / 术后,食 / 术后 / 食 / 胸中 / 段 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
慢性 / 支气炎 / 继发 / 感染 / 腰 / 背部 / 疼痛 / 行动,慢性 / 支气炎 / 感染 / 腰背痛
发 / 淋巴 / 组织 / 增生 / 性疾病 / 外 / 恶性,淋巴 / 组织 / 增生
鼻炎 / 腺样 / 体肥,鼻炎 / 腺样 / 体肥
食道 / 符合 / Barrett / 食 / 胃体 / 粘膜 / 慢性,巴氏 / 食
低铁低 / 锌 / 硬膜 / 下 / 少量 / 积液,铁 / 缺乏 / 锌 / 缺乏 / 硬膜 / 下 / 积液
先天性 / 心脏病 / SDVSDPD,先天性 / 心脏病 / 房间隔 / 缺损 / 室间隔 / 缺损 / 动脉 / 导未闭
子宫 / 阴道 / 前壁 / 膨 / Ⅳ / 期 / 阴道 / 后壁 / 膨 / Ⅲ / 期,阴道 / 前后 / 壁 / 脱垂 / 子宫 / 阴道 / 脱垂
右侧 / 额窦炎,鼻窦炎
肝癌 / 冷冻 / 术后 / 乙肝 / 肝硬化,肝 / 术后 / 肝 / 恶性肿瘤 / 乙型肝炎 / 肝硬化 / 癌
狼疮 / 间质性 / 肺 / 损害,系统性 / 红斑狼疮 / 间质性 / 肺病
恶性肿瘤 / 生物 / 靶 / 治疗,恶性肿瘤 / 生物 / 治疗 / 恶性肿瘤 / 靶 / 治疗
右乳 / 良性 / 分 / 叶状 / 肿瘤,乳腺 / 良性肿瘤 / 良性 / 叶状 / 瘤
慢性 / 胃炎 / 伴 / 糜烂 / 失眠,慢性 / 胃炎 / 糜烂性 / 胃炎 / 失眠
右侧 / 移位 / 迷走 / 锁骨 / 下 / 动脉,迷走 / 锁骨 / 下 / 动脉 / 畸形
人 / 拳头 / 脚伤 / 全身 / 处,处 / 损伤
结缔组织 / 相关性 / 间质性 / 肺病,结缔组织 / 病 / 间质性 / 肺病
宫颈 / 高级 / 皮 / 病变 / CINIII / 级,子宫颈 / 皮瘤 / 变 / III / 级 / CINIII / 级
左 / 下肢 / 臀部 / 皮肤 / 改变 / 陈旧性 / 皮肤 / 压疮,压疮
肝郁 / 气 / 阴虚 / Ｏ / Ａ / 复诊,骨关节 / 病
肾盂 / 动态 / 未 / 肿瘤,肾盂 / 动态 / 未 / 动态 / 未知 / 肿瘤
颈椎 / 发 / 骨质 / 破坏 / 性质 / 排,骨质 / 破坏
神元 / 特异性 / 烯醇 / 化酶 / 轻度 / 升高,肿瘤 / 标记 / 物 / 升高
双胎 / 胎儿 / 左心室 / 强 / 点,双胎 / 妊娠
肝门区 / 胆癌,肝门胆 / 恶性肿瘤 / 癌
胆囊 / 术后 / 胆结石 / 胆炎 / 骨关节炎 / 行动,胆囊 / 术后 / 胆结石 / 胆炎 / 骨关节 / 病
左盂 / 肱 / 关节 / 破坏 / 结核性 / 类风湿性,类风湿性 / 肩 / 关节炎 / 肩关节 / 结核
肾癌 / 术后 / 晚期 / 严重 / 肝 / 损伤,肾 / 恶性肿瘤 / 肾 / 术后 / 肝 / 损害 / 癌
右 / 输卵 / 高级 / 浆液 / 性 / 腺癌,输卵 / 恶性肿瘤 / 浆液 / 性 / 腺癌
拇趾 / 外翻 / 畸形,足 / 拇 / 外翻
左 / 肺叶 / 舌段 / 局部 / 肺 / 组织 / 膨胀 / 全,肺张
停周胎 / 高龄 / 妊娠 / 胎儿 / NT / 增厚,妊娠 / 状态
宫颈 / 差 / 分化 / 癌,子宫颈 / 恶性肿瘤 / 癌
肺 / 曲霉 / 病拟诊,肺 / 曲霉菌 / 病
右尺 / 侧腕 / 屈 / 肌腱 / 损伤,腕 / 手指 / 屈 / 肌腱 / 损伤
左肺 / 尖 / 气肿 / 纤维 / 灶,肺 / 诊断 / 性影异 / 肺气肿
腰椎 / 骨折,腰椎 / 骨折 / L / 腰椎 / 骨折 / L
肝肾 / 综合症,肝肾 / 综合征
感 / 发热,呼吸道 / 感染 / 发热
宫颈 / 中 / 高 / 分化 / 鳞癌 / IIIb / 期 / 放化疗 / 后,子宫颈 / 恶性肿瘤 / 鳞状 / 细胞 / 癌 / 化学治疗 / 恶性肿瘤 / 放疗
左 / 下肢 / 撞伤,下肢 / 未 / 特指 / 损伤 / 水平 / 未 / 特指
外周 / T / 细胞 / 淋巴 / 肿瘤,外周 / T / 细胞 / 淋巴瘤 / 非 / 特指 / 型
行动 / 结肠癌 / 术后 / 化疗,结肠 / 恶性肿瘤 / 恶性肿瘤 / 术后 / 化疗 / 癌
Wx / 哺乳动物 / 咬伤 / 抓伤,哺乳动物 / 咬伤 / 抓伤 / 未 / 特指 / 场
双肩 / 跌伤,摔伤 / 肩部 / 损伤
急性 / 脑梗死 / 右侧 / 额 / 颞 / 顶 / 枕叶 / 发 / 梗塞,脑梗死 / 发性 / 脑梗死
左足 / 透明 / 细胞 / 肉瘤 / 反复 / 复发 / 术后,足部 / 恶性肿瘤 / 透明 / 细胞 / 肉瘤 / 恶性肿瘤 / 复发
肺功 / 减退 / 声门 / 裂 / 狭窄,声门 / 狭窄 / 肺功异
直肠 / 腺瘤 / 伴 / 低度 / 皮瘤 / 变,直肠 / 良性肿瘤 / 腺瘤
右 / 卵巢 / 高级 / 浆液 / 性癌,卵巢 / 恶性肿瘤 / 浆液 / 性癌
慢性 / 移植物 / 抗 / 宿主 / 反应 / 病 / 肝脏 / 皮肤 / 口腔,慢性 / 移植物 / 抗 / 宿主 / 病
慢性 / 粒细胞 / 血病 / 典型,慢性 / 粒细胞 / 性血病 / 慢性 / 粒细胞 / 血病
右眼 / ICE / 综合症 / 右眼 / 睫状体 / 凝后,虹膜 / 角膜 / 皮 / 综合征 / ICE / 综合征
紫癜 / 性 / 肾炎 / 皮炎,皮炎
面部 / 粟粒疹 / 尿布 / 疹,尿布 / 性皮炎 / 粟疹
慢性 / 胆囊结石 / 胆囊炎,胆囊结石 / 伴 / 慢性 / 胆囊炎
双手 / 足 / 发育 / 良,先天性 / 手 / 畸形 / 先天性 / 足 / 畸形
左侧 / 阴囊 / 皮肤 / Pagets / 病,阴囊 / 恶性肿瘤 / 乳房 / 外 / 佩吉特 / 病
宫颈 / 恶性 / 黑色素瘤,子宫颈 / 恶性肿瘤 / 恶性 / 黑色素瘤
双乳 / 发 / 纤维 / 腺瘤,乳腺 / 良性肿瘤 / 纤维 / 腺瘤
浆膜 / 积液 / 查,发性 / 浆膜 / 腔 / 积液
走路 / 稳 / 双手 / 无力 / 原查 / 格林 / 巴利 / 综合征,肌无力 / 吉兰 / 巴雷 / 综合征
右 / 眼球 / 贯通 / 伤,眼球 / 贯通 / 伤伴 / 异物
右侧 / 腹股沟 / 疝 / 成形术 / 后,侧 / 腹股沟 / 疝 / 腹股沟 / 术后
转移性 / 乳腺癌,乳腺 / 继发 / 恶性肿瘤 / 转移性 / 癌
肺癌 / 镜下 / 血尿,肺 / 恶性肿瘤 / 血尿 / 癌
外伤 / 后右叉 / 神支 / 损伤,叉 / 神 / 损伤
腋窝 / 皮脂腺 / 囊肿,皮脂腺 / 囊肿
