Text,Normalized Result,label
顽固性座疮心脾气阴两虚,痤疮,1.0
双乳分叶状肿瘤,叶状瘤,1.0
晕厥待查心源性癫痫单纯性,晕厥 癫痫 心源性晕厥,1.0
前列腺增生症术后,前列腺增生 前列腺术后,1.0
痢疾复查,未特指的细菌性痢疾,1.0
胸101112椎骨质破坏待查伴不全瘫,不完全性瘫痪 骨质破坏,1.0
右脚距骨骨裂,距骨骨折,1.0
口内溃疡,口腔粘膜溃疡,1.0
双眼角膜病变8前列腺肥大,角膜未特指的疾患 前列腺增生,1.0
右臀肌扭伤,身体未特指部位的脱位扭伤和劳损,1.0
左下肢肌萎缩,下肢肌肉萎缩,1.0
肝交界恶性肿瘤,肝恶性肿瘤,1.0
火焰烧伤左手,手部烧伤 火焰烧伤,1.0
粘膜下平滑肌瘤,平滑肌瘤,1.0
纵膈肺门占位,胸腔占位性病变 肺占位性病变,1.0
右扁桃体癌综合治疗后,扁桃体恶性肿瘤 癌,1.0
发作性意识不清原因待查君爵,意识障碍,1.0
肾母细胞瘤化疗,肾恶性肿瘤 肾母细胞瘤 化学治疗,1.0
右小腿截肢术后骨外露并感染,截肢,1.0
特发性耳聋,特发性突聋,1.0
坐骨神经炎,下肢单神经炎,1.0
右侧颈总动脉粥样硬化斑块形成,颈总动脉斑块 颈动脉粥样硬化,1.0
右颞叶海马异常信号缺血脱髓鞘改变,脱髓鞘性脑病 脑血管供血不足,1.0
乙状结肠管状腺瘤伴低度上皮内瘤变,管状腺瘤 乙状结肠良性肿瘤,1.0
低钾低钠低氯血症,低钠血症 低钾血症 低氯血症,1.0
左肾旋转不良伴缺血性改变,先天性肾旋转不良,1.0
盆腔粘液性囊性瘤,盆腔良性肿瘤 粘液性囊腺瘤,1.0
颈动脉椎基动脉及脑动脉粥样硬,颈动脉粥样硬化,1.0
直肠下段类癌,类癌瘤,1.0
左示指陈旧性完全缺如,创伤性手指缺如,1.0
右眼睑损伤,眼睑和眼周区其他浅表损伤,1.0
慢性气管炎高血压冠心病重度骨关节病失眠行动不便,慢性气管炎 高血压 冠状动脉粥样硬化性心脏病 重度骨关节病 失眠,1.0
右股骨近端动脉瘤样骨囊肿,股骨骨囊肿 动脉瘤性骨囊肿,1.0
左股骨中段癌,股骨恶性肿瘤 癌,1.0
右乳腺导管内乳头状肿瘤,乳腺良性肿瘤 导管内乳头状瘤,1.0
脊髓松解后大小便失禁,尿失禁 大便失禁,1.0
胃体癌伴腹腔种植转移化疗后ⅠV,胃体恶性肿瘤 癌 腹腔继发恶性肿瘤 化学治疗,1.0
肝骨转移癌介入治疗,肝继发恶性肿瘤 骨继发恶性肿瘤 恶性肿瘤介入治疗 转移性癌,1.0
经量减少,月经稀少,1.0
左臀部带状疱疹后遗神经症,带状疱疹后遗症 神经症性障碍,1.0
左下肢浮肿待查淋巴管回流障碍可能性大,淋巴回流障碍 下肢水肿,1.0
颈动脉粥样硬化症,颈动脉粥样硬化,1.0
F1F2染色体多态改变,染色体病,1.0
骨髓增殖性肿瘤治疗后,骨髓增生异常性骨髓增殖性肿瘤不能分型,1.0
腹膜后高分化脂肪肉瘤,腹膜后恶性肿瘤 高分化的脂肪肉瘤,1.0
深脉血栓形成下腔静脉上段双肾静脉,静脉血栓形成,1.0
鞍区占位性质待查,颅内占位性病变,1.0
错构瘤,错构瘤,1.0
反应性T淋巴细胞增生,淋巴细胞增殖性疾病,1.0
左颈部腮裂囊肿改变,鳃裂囊肿,1.0
甲状腺右侧叶腺瘤可能,甲状腺良性肿瘤 腺瘤,1.0
药疹血管性水肿型,药物性皮炎药疹,1.0
乙状结肠粘液腺癌伴梗阻肝转移pT4N0M1IVa期,乙状结肠恶性肿瘤 粘液腺癌 结肠梗阻 肝继发恶性肿瘤 转移性粘液腺癌,1.0
胰腺癌放疗肝转移血小板降低化疗食欲差,胰腺恶性肿瘤 恶性肿瘤放疗 肝继发恶性肿瘤 血小板减少 化学治疗 食欲不振 癌 转移性癌,1.0
大便次数增多待查肛门潮湿,大便习惯改变,1.0
肌腱血管损伤,身体未特指部位的血管损伤,1.0
小细胞鳞状细胞癌,小细胞鳞状细胞癌,1.0
多脏器功能不全累及呼吸心肌肝肾凝血代谢等,多脏器功能障碍综合征MODS,1.0
突发性耳聋特发性聋,突发性聋 特发性突聋,1.0
电解质功能紊乱低钾低钙,电解质紊乱 低钾血症 低钙血症,1.0
右膝关节外侧不完全盘状半月板撕裂,先天性盘状半月板 膝外侧半月板撕裂,1.0
右眼原始玻璃体增生症,永存原始玻璃体增生症,1.0
第一二腮综合症,第一二鳃弓综合征Goldenhar综合征,1.0
阴道鳞癌Ⅰ期放化疗后,阴道恶性肿瘤 鳞状细胞癌 恶性肿瘤放疗 化学治疗,1.0
头皮血管畸形,头皮血管畸形,1.0
创伤性胰腺断裂,胰腺破裂,1.0
降结肠管状腺瘤伴低级别上皮内瘤变,降结肠良性肿瘤 管状腺瘤,1.0
左回旋支闭塞多支轻中度狭窄,冠状动脉狭窄 冠状动脉闭塞,1.0
混合痣,痣,1.0
原发性肝癌右肝动脉插管化疗栓塞术后,肝恶性肿瘤 癌,1.0
1新生儿溶血病ABO,新生儿ABO血型不合溶血病,1.0
早孕腹痛,妊娠状态 腹痛,1.0
多脏器功能障碍肝肾脑凝血,多脏器功能障碍综合征MODS,1.0
左乙状窦横窦狭窄颅内多发腔隙性梗死,腔隙性脑梗死 多发性脑梗死,1.0
右乳纤维性瘤,乳腺良性肿瘤 纤维腺瘤,1.0
左肾透明细胞癌术后多发骨转移,肾术后 肾恶性肿瘤 透明细胞癌 骨继发恶性肿瘤 转移性透明细胞癌,1.0
骨关节病颈肩腰腿痛,骨关节病 腰痛 颈痛 肩痛 下肢疼痛,1.0
眼浮肿面部红肿,水肿 面部肿胀,1.0
停经314周B超提示胎儿胎盘异常回声,妊娠状态,1.0
肝肾不足视物不清,视觉模糊,1.0
乳腺癌晚期复发,乳腺恶性肿瘤 癌 恶性肿瘤复发,1.0
左膝关节滑膜皱襞嵌压,膝关节滑膜皱襞综合征,1.0
女性盆腔囊肿,盆腔囊肿,1.0
右侧室管膜下囊肿,室管膜囊肿,1.0
周围神经癌,周围神经和自主神经系统恶性肿瘤 癌,1.0
右足第五跖趾关节脱位,跖趾关节脱位,1.0
左乳肿块性质待查癌,乳房肿物 乳腺恶性肿瘤 癌,1.0
颈椎损伤伴不全瘫,不完全性瘫痪 脊柱损伤,1.0
双眼局限性脉络膜视网膜色素上皮病变,分类于他处的疾病引起的其他脉络膜视网膜疾患,1.0
特指贫血,其他特指的贫血,1.0
双踝跌伤,踝部损伤 跌倒,1.0
非霍奇金淋巴瘤放化疗胃淋巴瘤上呼吸道感染既往乙肝感染白细胞低下疼痛口腔炎,非霍奇金淋巴瘤 恶性肿瘤放疗 化学治疗 胃淋巴瘤 上呼吸道感染 白细胞减少 疼痛 口炎,1.0
宫颈CIN2绝经后期,宫颈上皮瘤样病变CINII级 绝经期,1.0
急性粒单核细胞白血病,急性粒单核细胞白血病M4型 急性粒单核细胞白血病,1.0
右肺小细胞癌广泛期,右肺恶性肿瘤 小细胞癌,1.0
子宫颈鳞癌联合治疗后的随诊检查,子宫颈恶性肿瘤 鳞状细胞癌 恶性肿瘤联合治疗后的随诊检查,1.0
左肺上叶周围型腺癌cT1aN3M1IV期左侧胸膜及叶间胸膜转移左侧恶性,左肺上叶恶性肿瘤 腺癌 胸膜继发恶性肿瘤 转移性腺癌 淋巴结继发恶性肿瘤,1.0
狼疮相关性肺动脉高压,红斑狼疮 肺动脉高压,1.0
退行性心瓣膜病,老年性心脏瓣膜病,1.0
左眼黄斑病变渗出,视网膜病,1.0
眼眶特指疾患双侧眼眶良性病变,未特指的眼眶疾患,1.0
不完全阴道纵隔,阴道纵隔,1.0
右手环指近节指骨基底桡侧骨裂无移位,指骨近节骨折,1.0
双眼上睑倒睫术后,倒睫 眼术后,1.0
肾错构瘤破裂出血,肾错构瘤破裂出血,1.0
妊娠合并桥本氏甲状腺炎,自身免疫性甲状腺炎桥本病 妊娠状态,1.0
双侧脑室及第三脑室形态扩大,脑室扩张,1.0
右侧颞叶内侧梗塞急性期多发性腔隙性脑梗塞,多发性脑梗死 腔隙性脑梗死,1.0
右颌下腺导管结石伴右颌下腺慢性炎症,下颌下腺导管结石 慢性下颌下腺炎,1.0
左下肺腺癌T2N0MOIb期术后,肺术后 左肺下叶恶性肿瘤 腺癌,1.0
慢性阻塞性肺气肿,慢性阻塞性肺疾病 肺气肿,1.0
左腋下淋巴结Castleman病,Castleman病,1.0
退行性瓣膜病二尖瓣三尖瓣主动脉瓣,二尖瓣退行性变 三尖瓣病 退行性主动脉瓣疾患,1.0
咳嗽肺气不宣,咳嗽,1.0
6胎儿溶血,胎儿和新生儿未特指的溶血性疾病,1.0
宫颈腺体囊性增生伴局部腺体低级别异型增生,子宫内膜囊性增生,1.0
胸背部肌筋膜劳损,背部劳损,1.0
产伤性Ⅱ度会阴裂伤,分娩伴会阴裂伤II度,1.0
子宫内膜腺鳞癌,子宫内膜恶性肿瘤 腺鳞癌,1.0
双眼上睑睑缘炎,睑缘炎,1.0
胃角异位胰腺内镜下剥离术ESD后,胃内异位胰腺,1.0
糖尿病冠心病咽喉痛,糖尿病 冠状动脉粥样硬化性心脏病,1.0
大疱性表皮坏死松解萎缩型药疹,莱尔综合征lyell综合征,1.0
降结肠高分化腺癌根治术后I期PT2N0M0,腺癌 降结肠恶性肿瘤 结肠术后,1.0
桡骨骨折不愈合,桡骨骨折,1.0
PANCREATICCANCER,胰腺恶性肿瘤 癌,1.0
右肾盂输尿管炎性病变,肾盂肾炎 输尿管炎,1.0
双眼浮肿过敏性疾病,眼睑水肿 过敏反应,1.0
右乳浸润性导管癌术后化疗pT,浸润性导管癌 乳腺恶性肿瘤 恶性肿瘤术后化疗,1.0
原发性腹膜癌IIIC期,腹膜恶性肿瘤 癌,1.0
右颊粘膜白斑病,口腔粘膜白斑病,1.0
右室双出口,右心室双出口,1.0
前庭大腺急性化脓性渗出物及增生的肉芽组织,前庭大腺脓肿巴氏腺脓肿,1.0
皮肤黑色素沉着纳差,其他黑色素沉着过度 食欲不振,1.0
高血压冠心病支气管炎,高血压 支气管炎 冠状动脉粥样硬化性心脏病,1.0
鼻眶颅底真菌病,未特指的真菌病,1.0
直肠绒毛管状腺瘤,管状绒毛状腺瘤 直肠良性肿瘤,1.0
右下腹一肠管壁可疑结节待查,肠占位,1.0
骶尾部左髋部压迫性溃疡,压疮,1.0
宫颈鳞癌IIA2期化疗后,子宫颈恶性肿瘤 鳞状细胞癌 化学治疗,1.0
宫颈CIN2级阴道前后壁膨出,宫颈上皮瘤样病变CINII级,1.0
双眼ROPⅡ区1期Plus,早产儿视网膜病,1.0
部分性发作继发全身发作,癫痫部分性发作 癫痫大发作状态,1.0
先天性鳃裂囊肿,鳃裂囊肿,1.0
双乳纤维腺瘤合并纤维囊性乳腺病,乳腺良性肿瘤 纤维腺瘤 乳房纤维囊性乳腺病,1.0
双肺尖部部分纤维硬结灶性质待查,肺诊断性影像异常,1.0
手外伤右手环指,手指损伤,1.0
右乳癌术前新辅助化疗后,乳腺恶性肿瘤 化学治疗 癌,1.0
先天性矫正型大血管转位,矫正性大动脉转位,1.0
部分性发作继发全身强直阵挛发作,癫痫大发作全身强直阵挛性发作,1.0
右侧盆腔异位肾伴旋转不良,肾异位 先天性肾旋转不良,1.0
食管狭窄食管恶性肿瘤,食管狭窄 食管恶性肿瘤,1.0
股四头肌腱及髌韧带部分撕裂,髌韧带损伤 股四头肌肌腱损伤,1.0
乙状结肠管状腺瘤Ⅰ级切缘为查见病变,管状腺瘤 乙状结肠良性肿瘤,1.0
甲状腺双叶微小乳头状癌,甲状腺恶性肿瘤 乳头状微小癌,1.0
颈椎椎间盘退行性病变,颈椎间盘变性,1.0
左眼白内障人工晶体植入术后,白内障 人工晶体植入状态,1.0
抑郁伴躯体功能障碍,抑郁状态 躯体性机能障碍,1.0
右坐骨神经瘤,神经瘤 坐骨神经良性肿瘤,1.0
硒肺咳嗽喘胸闷,矽肺硅沉着病 咳嗽 喘息 胸闷,1.0
左足底黑色素瘤扩大切除术后左下肢肌肉间转移肺肝转移胃溃疡,足部恶性肿瘤 恶性黑色素瘤 下肢继发恶性肿瘤 肺继发恶性肿瘤 肝继发恶性肿瘤 胃溃疡 转移性恶性黑色素瘤,1.0
小肠炎症性肠病,炎症性肠病,1.0
带环出血冠心病,放置子宫内避孕装置 出血 冠状动脉粥样硬化性心脏病,1.0
右腰背部囊肿,腰部囊肿 背部囊肿,1.0
良性前列腺组织伴间质慢性炎,慢性前列腺炎,1.0
胃疼病全麻胃肠镜检查丙泊酚不耐受,胃痛,1.0
双下肺肺炎,肺炎,1.0
2型糖尿病高脂血症高血压病糖尿病伴神经并发症糖尿病伴肾并发症动脉硬化性心脏病糖尿病伴眼并发症,2型糖尿病 高脂血症 高血压 2型糖尿病伴神经系统并发症 非胰岛素依赖型糖尿病伴有肾的并发症 动脉硬化性心脏病 非胰岛素依赖型糖尿病伴有眼的并发症,1.0
阴囊炎性破溃,阴囊炎 阴囊开放性损伤,1.0
小细胞肺癌晚期化疗水肿利尿便秘食欲减退肝功能损害肺部感染咳嗽行动不便疼痛,肺恶性肿瘤 小细胞癌 化学治疗 水肿 便秘 食欲不振 肝功能异常 肺部感染 咳嗽 疼痛,1.0
浮肿血瘀胸痹咳嗽咽痛,咳嗽 咽痛 水肿,1.0
右侧臀部截瘫后褥疮,未特指的截瘫 压疮,1.0
升结肠中高分化管状腺癌,管状腺癌 升结肠恶性肿瘤,1.0
脊椎转移癌,脊柱继发恶性肿瘤 转移性癌,1.0
食管胃结合部腺癌,食管胃连接部恶性肿瘤 腺癌,1.0
左胫腓骨骨挫伤,小腿骨折,1.0
内分泌胰腺癌,内分泌胰腺恶性肿瘤 癌,1.0
L5S1区异常高密度影性质待查,其他特指身体结构诊断性影像检查的异常所见,1.0
食管胸中段中分化鳞癌术后,食管术后 食管胸中段恶性肿瘤 鳞状细胞癌,1.0
慢性支气管炎继发感染腰背部疼痛行动不便,慢性支气管炎 感染 腰背痛,1.0
多发淋巴组织增生性疾病不除外恶性可能,淋巴组织增生,1.0
鼻炎腺样体肥大 ,鼻炎 腺样体肥大,1.0
食道符合Barrett食管胃体粘膜慢性,巴氏食管,1.0
低铁低锌硬膜下少量积液,铁缺乏 锌缺乏 硬膜下积液,1.0
先天性心脏病ASDVSDPDA,先天性心脏病 房间隔缺损 室间隔缺损 动脉导管未闭,1.0
子宫阴道前壁膨出Ⅳ期阴道后壁膨出Ⅲ期,阴道前后壁脱垂 子宫阴道脱垂,1.0
右侧上额窦炎,鼻窦炎,1.0
肝癌冷冻术后乙肝肝硬化,肝术后 肝恶性肿瘤 乙型肝炎肝硬化 癌,1.0
狼疮间质性肺损害,系统性红斑狼疮 间质性肺病,1.0
恶性肿瘤生物靶向治疗,恶性肿瘤生物治疗 恶性肿瘤靶向治疗,1.0
右乳良性分叶状肿瘤,乳腺良性肿瘤 良性叶状瘤,1.0
慢性胃炎伴糜烂失眠,慢性胃炎 糜烂性胃炎 失眠,1.0
右侧移位迷走锁骨下动脉,迷走锁骨下动脉畸形,1.0
被人用拳头及脚打伤全身多处,多处损伤,1.0
结缔组织相关性间质性肺病,结缔组织病 间质性肺病,1.0
宫颈高级别上皮内病变CINIII级,子宫颈上皮内瘤变III级CINIII级,1.0
左下肢臀部皮肤改变陈旧性皮肤压疮,压疮,1.0
肝郁气阴虚ＯＡ复诊,骨关节病,1.0
肾盂动态未定肿瘤,肾盂动态未定或动态未知的肿瘤,1.0
颈椎多发骨质破坏性质待排,骨质破坏,1.0
神经元特异性烯醇化酶轻度升高,肿瘤标记物升高,1.0
双胎之一胎儿左心室内强光点,双胎妊娠,1.0
肝门区胆管癌,肝门胆管恶性肿瘤 癌,1.0
胆囊切除术后胆管结石胆管炎骨关节炎行动不便,胆囊术后 胆管结石 胆管炎 骨关节病,1.0
左盂肱关节破坏结核性类风湿性,类风湿性肩关节炎 肩关节结核,1.0
肾癌术后晚期严重肝损伤,肾恶性肿瘤 肾术后 肝损害 癌,1.0
右输卵管高级别浆液性腺癌,输卵管恶性肿瘤 浆液性腺癌,1.0
拇趾外翻畸形,足拇外翻,1.0
左肺上叶舌段局部肺组织膨胀不全,肺不张,1.0
停经285周41单胎高龄妊娠胎儿NT增厚,妊娠状态,1.0
宫颈差分化癌,子宫颈恶性肿瘤 癌,1.0
肺曲霉病拟诊,肺曲霉菌病,1.0
右尺侧腕屈肌腱损伤,腕和手指屈肌腱损伤,1.0
左肺尖气肿纤维灶,肺诊断性影像异常 肺气肿,1.0
第12腰椎骨折,腰椎骨折L1 腰椎骨折L2,1.0
并肝肾综合症,肝肾综合征,1.0
上感发热,上呼吸道感染 发热,1.0
宫颈中高分化鳞癌IIIb期放化疗后,子宫颈恶性肿瘤 鳞状细胞癌 化学治疗 恶性肿瘤放疗,1.0
左下肢撞伤,下肢未特指的损伤水平未特指,1.0
外周T细胞淋巴肿瘤,外周T细胞淋巴瘤非特指型,1.0
行动不便结肠癌术后化疗,结肠恶性肿瘤 恶性肿瘤术后化疗 癌,1.0
W55x00被其他哺乳动物咬伤或抓伤,被其他哺乳动物咬伤或抓伤在未特指场所,1.0
双肩跌伤,摔伤 肩部损伤,1.0
急性脑梗死右侧额颞顶枕叶多发梗塞,脑梗死 多发性脑梗死,1.0
左足透明细胞肉瘤反复复发术后,足部恶性肿瘤 透明细胞肉瘤 恶性肿瘤复发,1.0
肺功能减退声门裂狭窄,声门狭窄 肺功能异常,1.0
直肠腺瘤伴低度上皮内瘤变,直肠良性肿瘤 腺瘤,1.0
右卵巢高级别浆液性癌,卵巢恶性肿瘤 浆液性癌,1.0
慢性移植物抗宿主反应病肝脏皮肤口腔,慢性移植物抗宿主病,1.0
慢性粒细胞白血病不典型,慢性粒细胞性白血病 慢性粒细胞白血病,1.0
右眼ICE综合症右眼睫状体光凝后,虹膜角膜内皮综合征ICE综合征,1.0
紫癜性肾炎皮炎,皮炎,1.0
面部粟粒疹尿布疹,尿布性皮炎 粟疹,1.0
慢性胆囊结石胆囊炎,胆囊结石伴慢性胆囊炎,1.0
双手足发育不良,先天性手畸形 先天性足畸形,1.0
左侧阴囊皮肤Pagets病,阴囊恶性肿瘤 乳房以外的佩吉特病,1.0
宫颈恶性黑色素瘤,子宫颈恶性肿瘤 恶性黑色素瘤,1.0
双乳多发纤维腺瘤可能,乳腺良性肿瘤 纤维腺瘤,1.0
多浆膜积液待查,多发性浆膜腔积液,1.0
走路不稳双手无力原因待查格林巴利综合征,肌无力 吉兰巴雷综合征,1.0
右眼球贯通伤,眼球贯通伤不伴有异物,1.0
右侧腹股沟疝成形术后,单侧腹股沟疝 腹股沟术后,1.0
转移性乳腺癌,乳腺继发恶性肿瘤 转移性癌,1.0
肺癌镜下血尿,肺恶性肿瘤 血尿 癌,1.0
外伤后右三叉神经1支损伤,三叉神经损伤,1.0
腋窝皮脂腺囊肿,皮脂腺囊肿,1.0
糖尿病2型糖尿病2型糖尿病性视网膜病变冠状动脉性心脏病,糖尿病 2型糖尿病 2型糖尿病性视网膜病变 冠状动脉性心脏病,1.0
右臀部纤维肉瘤,臀部恶性肿瘤 纤维肉瘤,1.0
新生儿缺血缺氧性脑病并颅内出血,新生儿缺氧缺血性脑病 颅内出血,1.0
急性轻型胆源性胰腺炎,胆源性胰腺炎,1.0
右小腿蜂蜇伤,蜂螫伤 小腿损伤,1.0
胎膜及脐带未见明显异常胎盘绒毛多灶性梗死,胎盘梗死,1.0
糖尿病性肾病CKD4期,糖尿病性肾病 慢性肾脏病4期,1.0
胸4脊髓肿瘤放疗后,胸髓恶性肿瘤 放射治疗,1.0
掌指关节脱位,掌指关节脱位,1.0
带状疱疹虫咬性皮炎,带状疱疹 昆虫性皮炎 昆虫咬伤,1.0
右枕部静脉畸形,周围静脉畸形,1.0
胸膜转移癌,转移性癌 胸膜继发恶性肿瘤,1.0
右膝外侧半月Ⅲ裂撕轻度OA,单侧膝关节骨性关节病 膝外侧半月板撕裂,1.0
D1萌出乳牙未脱落,乳牙滞留,1.0
冠心病心绞痛心功能2级,冠状动脉粥样硬化性心脏病 心绞痛 心功能Ⅱ级NYHA分级,1.0
双侧卵巢浆液性腺癌,卵巢恶性肿瘤 浆液性腺癌,1.0
左小腿截肢残端肌肉及皮肤软组织坏死,截肢,1.0
慢性萎缩性胃窦炎伴糜烂,慢性萎缩性胃炎 糜烂性胃炎,1.0
先天性鳃裂瘘管左先天性第一腮裂瘘管,鳃裂瘘,1.0
左侧肢体无力待查颈腰椎病,偏侧肢体无力 颈椎病 腰椎病,1.0
卵巢交界性肿瘤术后复查,卵巢交界性肿瘤 卵巢术后,1.0
左胫腓骨远端粉碎性骨折脑伤颅底骨折等,胫骨远端骨折伴腓骨骨折 颅底骨折 创伤性脑损伤,1.0
口底表皮肥厚口底皮瓣肥厚,其他表皮肥厚,1.0
重度骨质疏松伴骨痛,重度骨质疏松 骨痛,1.0
左足拇趾趾间关节撕脱性骨折,拇趾骨折 足部关节骨折,1.0
双髋关节DDH继发OA左侧重,先天性髋关节发育不良 双侧髋关节骨性关节病,1.0
右臀部皮脂腺囊肿感染,皮脂腺囊肿 感染,1.0
食管胸中下段鳞癌家属咨询,食管胸中段恶性肿瘤 食管胸下段恶性肿瘤 鳞状细胞癌,1.0
右侧颞叶异常信号考虑梗塞可能性大,脑梗死,1.0
右侧第45前肋及第6后肋骨质破坏性质待查,骨质破坏,1.0
右肾缩小右肾弥漫性病变,肾病 肾萎缩,1.0
膀胱低级别非浸润性乳头状尿路上皮癌,膀胱恶性肿瘤 非侵袭性乳头状尿路上皮癌,1.0
造瘘口旁组织脱出,人工造口状态,1.0
腰45骶1椎间盘膨出椎体高信号,腰椎间盘突出 其他特指的椎间盘移位,1.0
淤积性湿疹并感染,湿疹 感染,1.0
双侧肾盂结石,肾结石,1.0
不孕子宫极度后屈,子宫后屈 未特指的女性不孕症,1.0
慢性支气管炎急性加重,慢性支气管炎急性发作,1.0
鼻咽癌未分化型非角化性癌,鼻咽恶性肿瘤,1.0
肺纤维瘤,肺良性肿瘤 纤维瘤,1.0
脑底血管环发育变异,脑血管畸形,1.0
病毒性皮肤病,未特指的以皮肤和粘膜损害为特征的病毒性感染,1.0
尺骨茎突炎,骨突炎,1.0
为妊娠伴有卵巢囊肿给予的孕产妇医疗,卵巢囊肿,1.0
锁骨骨折右侧术后,锁骨骨折 骨折术后,1.0
痉挛型脑性瘫,脑性瘫痪脑瘫,1.0
右乳头糜烂待查1右乳pagtes病,乳头恶性肿瘤 乳房佩吉特病,1.0
多脏器功能障碍神经系统循环系统凝血功能,多脏器功能障碍综合征MODS,1.0
低锌低铁地贫,铁缺乏 锌缺乏 地中海贫血,1.0
结肠多发管状腺瘤伴高级别上皮内瘤变,结肠良性肿瘤 管状腺瘤,1.0
右肺鳞癌维持性化学治疗,右肺恶性肿瘤 鳞状细胞癌 恶性肿瘤维持性化学治疗,1.0
左乳纤维腺瘤,纤维腺瘤 乳腺良性肿瘤,1.0
胸闷待查冠心病心绞痛高血压糖尿病,胸闷 冠状动脉粥样硬化性心脏病 心绞痛 高血压 糖尿病,1.0
慢性脱髓鞘性周围神经病,脱髓鞘病,1.0
随诊检查恶性肿瘤手术后食管癌喉癌,食管恶性肿瘤 喉恶性肿瘤 恶性肿瘤手术后的随诊检查 癌,1.0
胰腺癌术后复发疼痛胰腺外分泌功能不足梗阻性黄疸消化道梗阻危重病人长期不能进食,胰腺术后 胰腺恶性肿瘤 癌 恶性肿瘤复发 疼痛 手术后胰腺外分泌功能不全 梗阻性黄疸 进食障碍,1.0
老年痴呆重度,阿尔茨海默病,1.0
停经345周B超提示胎儿双侧肾窦中度分离,妊娠状态,1.0
颅脑外伤性意识障碍后遗症期,头部损伤 意识障碍,1.0
面部多处软组织切割伤,面部损伤 多处切割伤,1.0
特指胎盘疾病组织残留,胎盘部分残留不伴出血 未特指的胎盘疾患,1.0
HIV病毒携带者实验确认报告阳性,其他传染病病原携带者 人类免疫缺陷病毒阳性HIV阳性,1.0
右侧小脑异常低密度影,颅骨和头诊断性影像检查的异常所见不可归类在他处者,1.0
双侧胫骨应力性损伤,胫骨骨折 应力性骨折,1.0
臀部鞘膜瘤,神经鞘膜瘤 臀部肿瘤,1.0
胸髓病变伴截瘫,截瘫双下肢瘫痪,1.0
侵犯胸壁2周期化疗后,化学治疗,1.0
小肠闭锁IIIa型并穿孔,先天性小肠闭锁 小肠穿孔,1.0
混合性肝细胞癌和胆管细胞癌,肝恶性肿瘤 肝胆管细胞癌,1.0
右眼枪伤,意外枪伤 眼部开放性损伤,1.0
1左膝关节外侧不全盘状半月板前角体部Ⅲ°,先天性盘状半月板,1.0
肝总管Ca肝内占位,肝外胆管恶性肿瘤 肝占位性病变 癌,1.0
腺病伴导管扩张局部大汗腺化生,乳腺导管扩张症,1.0
青年上肢肌肉萎缩,上肢肌肉萎缩,1.0
慢性心功能衰竭急性发作全心增大,慢性心力衰竭,1.0
化疗肾母细胞瘤,肾恶性肿瘤 肾母细胞瘤 化学治疗,1.0
肾小球系膜细胞及基质轻度增生,系膜增殖性肾小球肾炎,1.0
阴道残端鳞癌,阴道恶性肿瘤 鳞状细胞癌,1.0
右卵巢生发上皮包涵囊肿,卵巢包涵囊肿,1.0
腰3椎体陈旧性骨折,陈旧性腰椎骨折 腰椎骨折L3,1.0
腰1压缩骨折,腰椎压缩性骨折 腰椎骨折L1,1.0
疼痛药物过敏性皮疹左肺腺癌IV期上呼吸道感染咳嗽,疼痛 药物过敏性接触性皮炎 左肺恶性肿瘤 腺癌 上呼吸道感染 咳嗽,1.0
多发性脑梗死灶后遗症期,多发性脑梗死 脑梗死后遗症,1.0
横结肠管状腺瘤伴低级别上皮内瘤变,横结肠良性肿瘤 管状腺瘤,1.0
右膝关节外侧盘状盘状半月板伴Ⅲ°撕裂,先天性盘状半月板 膝外侧半月板撕裂,1.0
1多发性脑缺血2高同型半胱胺,脑血管供血不足 高同型半胱氨酸血症,1.0
胃窦异位胰腺,胃内异位胰腺,1.0
轻度胰腺炎,胰腺炎,1.0
左背部肋骨应力性损伤低钙,应力性骨折 肋骨骨折,1.0
非霍奇金淋巴瘤弥漫大B细胞淋巴瘤IV期B,非霍奇金淋巴瘤 弥漫大B细胞淋巴瘤,1.0
喷门癌肝转移,贲门恶性肿瘤 癌 肝继发恶性肿瘤 转移性癌,1.0
右侧乳腺癌pT2N2M0,乳腺恶性肿瘤 癌,1.0
恶性胸水增大,恶性胸腔积液,1.0
双侧卵巢低中分化腺癌,卵巢恶性肿瘤 腺癌,1.0
热液烫伤25面部躯干左上肢双下肢,多发烫伤,1.0
双肺上叶陈旧性病变双肺下叶间质性病变,间质性肺病 肺病,1.0
2型糖尿病糖尿病周围神经病变糖尿病肾损害,2型糖尿病 2型糖尿病性周围神经病 2型糖尿病性肾病,1.0
脑垂体囊肿术后,垂体囊肿 脑术后,1.0
停经265周B超提示下腔静脉缺如,妊娠状态 先天性下腔静脉缺如,1.0
阵发性心房纤维化颤动,心房颤动心房纤颤,1.0
膀胱癌复发,癌 膀胱恶性肿瘤 恶性肿瘤复发,1.0
右足烧伤后并趾畸形,足部烧伤 足畸形,1.0
髓性脂肪瘤,骨髓脂肪瘤,1.0
食管癌化疗呕吐反流性食管病低钾血症水肿行动不便白细胞低咳嗽,食管恶性肿瘤 化学治疗 呕吐 反流性食管炎 低钾血症 水肿 白细胞减少 咳嗽 癌,1.0
左颈部淋巴水囊肿,囊性淋巴管瘤 颈部肿物,1.0
右肱骨大转子撕脱性骨折,肱骨骨折,1.0
唇腭裂术后继发畸形,先天性唇裂术后继发畸形,1.0
