Text,Normalized Result
右肾 / 细胞 / Ca,肾 / 恶性肿瘤 / ## / 肾 / 细胞 / 癌
胃窦 / 癌 / 腹腔 / 广泛 / 淋巴结 / 转移 / 缺铁性 / 贫血 / 巨细胞 / 贫血 / 维生素 / 缺乏 / 胃 / 食管 / 反流 / 消化道 / 出血 / 不 / 除外 / 恶心 / 呕吐 / 长期 / 不能 / 进食,胃窦 / 恶性肿瘤 / ## / 癌 / ## / 腹腔 / 淋巴结 / 继发 / 恶性肿瘤 / ## / 缺铁性 / 贫血 / ## / O / ## / 维生素 / 缺乏 / ## / 胃 / 食管 / 反流 / ## / O / ## / 恶心 / ## / 呕吐 / ## / 进食 / 障碍
右肺 / 中央 / 型 / 中 / 分化 / 鳞状 / 细胞 / 癌,右肺 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
皮下 / 纤维瘤,纤维瘤
胸壁 / 皮肤 / 受侵,胸壁 / 继发 / 恶性肿瘤
右口底 / 导管 / 囊性 / 扩张 / 伴钙盐 / 沉积,钙质 / 沉着 / 症
左乳 / 导管 / 扩张 / 伴 / 导管 / 囊肿,乳腺 / 导管 / 扩张 / 症 / ## / 乳腺 / 囊肿
支喘急 / 发期 / 中度 / 发作,支气管 / 哮喘 / 急性 / 发作 / 中度
腹水 / 症 / 严重 / 肝病,腹水 / ## / 未 / 特指 / 的 / 肝病
副 / 乳头,副 / 乳头
新生儿 / 细菌性 / 脓毒症,新生儿 / 未 / 特指 / 的 / 细菌性 / 脓毒症
慢性 / 胃 / 十二指肠 / 炎,胃 / 十二指肠 / 炎
多发性 / 周围 / 神经病 / 营养障碍 / 型,营养性 / 周围 / 神经病
胸段 / 病变 / 伴 / 不 / 全滩,不完全性 / 瘫痪
右 / 胫骨 / 下 / 段 / 骨折 / 24 / 天,胫骨 / 骨折
右颈 / 面部 / 鳞状 / 细胞 / 癌 / 放化疗 / 后,头面 / 和 / 颈部 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌 / ## / 恶性肿瘤 / 放疗 / ## / 化学治疗
鼻 / 衄 / 贫血 / 待查 / 失血性 / 血小板 / 减少 / 性 / 紫癜,鼻出血 / 鼻 / 衄 / ## / 贫血 / ## / 血小板 / 减少 / 性 / 紫癜 / ## / 失血性 / 贫血
先天性 / 小 / 齿状 / 突寰 / 枢椎不稳 / 合并 / 脊髓 / 压迫,颈椎 / 不 / 稳定 / ## / 脊髓 / 压迫 / 症
上下 / 前牙 / 唇 / 倾牙列 / 拥挤 / 正畸 / 牙 / 拔除 / 术,牙齿拥挤 / ## / 牙 / 外科 / 正畸 / 术后
颏 / 部 / 发育 / 不足,先天性 / 颅面 / 发育不全
双眼 / 渗出 / 液 / 视网膜 / 神经 / 上皮 / 脱离,渗出性 / 视网膜 / 脱离
左 / 乳癌 / 术后 / 锁骨 / 上 / 淋巴结 / 复发,乳腺 / 术后 / ## / 乳腺 / 恶性肿瘤 / ## / 锁骨 / 上 / 淋巴结 / 继发 / 恶性肿瘤 / ## / 癌
右 / 乳腺癌,乳腺 / 恶性肿瘤 / ## / 癌
顺产 / 后 / 4 / 天 / 胎盘 / 残留,胎盘 / 部分 / 残留 / 不伴 / 出血
1 / 阴道 / 滴虫 / 复查 / 2 / 肝病,未 / 特指 / 的 / 肝病 / ## / 阴道 / 毛滴虫 / 病
胆总管 / 末端 / 阳性 / 狭窄 / 并 / 低位 / 胆道 / 梗阻,胆管 / 梗阻 / ## / 胆总管 / 狭窄
慢性 / 全 / 胃炎 / 伴 / 糜烂 / 糜烂性 / 十二指肠 / 炎,慢性 / 胃炎 / ## / 糜烂性 / 胃炎 / ## / 十二指肠 / 炎
肌 / 弛缓 / 先天性 / 奥本 / 海姆 / 氏病,先天性 / 肌 / 弛缓 / 综合征 / 松软 / 儿
食管 / 蕈 / 伞型 / 中 / 分化 / 鳞状 / 细胞 / 癌,食管 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
颈部 / 及 / 腰背 / 刀伤,颈部 / 开放性 / 损伤 / ## / 下 / 背 / 开放性 / 损伤
左 / 髂 / 前 / 上 / 棘 / 开放性 / 撕脱 / 性骨折,髂骨 / 骨折
癫痫 / 持续 / 状态 / 症状 / 性 / 癫痫,癫痫 / 持续 / 状态
胰腺 / 体部 / 脂肪 / 浸润 / 或 / 小 / 囊肿 / 可能,胰腺 / 囊肿
乳腺 / 恶性肿瘤 / 综合 / 治疗 / 后 / 的 / 随诊 / 检查,乳腺 / 恶性肿瘤 / ## / 恶性肿瘤 / 联合 / 治疗 / 后 / 的 / 随诊 / 检查
左 / 面部 / 腮裂 / 瘘,鳃裂 / 瘘
宫颈 / 上皮 / 内 / 病变 / CINI,子宫颈 / 上皮 / 瘤样 / 病变 / CINI / 级
宫颈 / 鳞癌 / 放化疗 / 后 / 反复,子宫颈 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌 / ## / 化学治疗 / ## / 恶性肿瘤 / 放疗
右侧 / 颈内 / 动脉 / C1 / 段 / 动脉瘤,颈内 / 动脉瘤
右 / 腮腺 / 管状腺瘤,腮腺 / 良性肿瘤 / ## / 管状腺瘤
胃窦 / 癌伴 / 幽门 / 梗阻,胃窦 / 恶性肿瘤 / ## / 幽门 / 梗阻 / ## / 癌
胃 / 印戒 / 细胞 / 癌 / 局部 / 进展 / 期 / 肺癌 / 术后 / 免疫力 / 低 / 过敏性 / 皮炎 / 上呼吸道 / 感染 / 发热 / 咳嗽,胃 / 恶性肿瘤 / ## / 印戒 / 细胞 / 癌 / ## / 肺 / 术后 / ## / 肺 / 恶性肿瘤 / ## / 癌 / ## / 过敏性 / 皮炎 / ## / 上呼吸道 / 感染 / ## / 发热 / ## / 咳嗽
右肺 / 占位性 / 病变 / 右肺 / 转移 / 可能,肺 / 占位性 / 病变 / ## / 肺 / 继发 / 恶性肿瘤
停经 / 19 / 周 / B超 / 提示 / 经后 / 皮下 / 无 / 回声,妊娠 / 状态
右乳 / 浸润性 / 导管 / 癌 / T3N0M0,乳腺 / 恶性肿瘤 / ## / 浸润性 / 导管 / 癌
腹部 / 伤口 / 愈合 / 不良,开放性 / 损伤 / 愈合 / 不良
颈 / 椎间盘 / C23 / 膨出 / 并 / 椎管 / C56 / 狭窄,其他 / 的 / 颈 / 椎间盘 / 移位 / ## / 颈椎 / 管 / 狭窄
出血性 / 血小板 / 增多 / 症,原发性 / 血小板 / 增多 / 症
脐尿管 / 囊肿 / 伴 / 感染,先天性 / 脐尿管 / 囊肿 / ## / 感染
左侧 / 口角 / 区 / 扁平苔藓 / 恶变,扁平 / 苔癣
右胸 / 腹部 / 外伤,胸部 / 损伤 / ## / 腹部 / 损伤
单干 / 基底 / 动脉 / 先天 / 血管 / 变异 / 改变,基底 / 动脉 / 畸形
6 / 化疗 / 后 / 肝功能 / 轻度 / 异常,化学治疗 / ## / 肝功能 / 异常
哺乳期 / 右 / 乳头 / 糜烂 / paget / 病,乳腺 / 皮肤 / 恶性肿瘤 / ## / 乳房 / 佩吉特 / 病
肥厚型 / 梗阻性 / 心肌病,肥厚 / 性 / 梗阻性 / 心肌病
双 / 膝关节 / 骨关节炎,双侧 / 膝关节 / 骨性 / 关节病
总 / 胆管 / 结石 / 伴 / 慢性 / 胆囊炎,胆总管 / 结石 / 伴 / 慢性 / 胆囊炎
冠状动脉 / 疾病 / 1 / 急性 / 心肌梗死 / 2 / 壁 / 冠状动脉,急性 / 心肌梗死 / ## / 冠状动脉 / 肌桥
皮炎 / 面部 / 皮炎 / 伴 / 感染,皮炎 / ## / 感染
右 / 舌根 / 鳞状 / 细胞 / Ca,舌根 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
右肾 / 错构瘤 / 伴 / 出血,肾 / 错构瘤 / ## / 肾 / 出血
糖尿病 / 低血糖 / ## / 糖尿病 / 视网膜 / 病变 / ## / 高脂血症,糖尿病 / 性 / 低血糖症 / ## / 糖尿病 / 性 / 视网膜 / 病变 / ## / 高脂血症
淋巴细胞 / 减少 / 症,淋巴细胞 / 减少
小脑 / 腔隙性 / 梗死,腔隙性 / 脑梗死 / ## / 小 / 脑梗死
双眼 / 白内障 / 术后,白内障 / ## / 眼 / 术后
宫内 / 环 / 移位,避孕环 / 移位
肛管 / 直肠 / 腺癌 / 放化疗 / 后,肛管 / 恶性肿瘤 / ## / 直肠 / 恶性肿瘤 / ## / 腺癌 / ## / 恶性肿瘤 / 放疗 / ## / 化学治疗
鼻咽 / 右侧 / 壁未 / 分化 / 型 / 非 / 角化 / 性癌,鼻咽 / 侧壁 / 恶性肿瘤 / ## / 未 / 分化 / 的 / 癌
胃粘膜 / 高级别 / 管状腺瘤,胃 / 良性肿瘤 / ## / 管状腺瘤
停经 / 326 / 周 / B超 / 提示 / 胎儿 / 脾脏 / 囊性 / 回声,妊娠 / 状态
腹膜 / 后 / 脂肪 / 肉瘤 / 术后 / 三月 / 复发,腹膜 / 后 / 恶性肿瘤 / ## / 脂肪 / 肉瘤 / ## / 恶性肿瘤 / 复发 / ## / 腹膜 / 术后
右额 / 颞 / 创伤性 / 硬膜 / 下 / 血肿,创伤性 / 硬 / 脑膜 / 下 / 血肿
动脉 / 粥样 / 硬化 / 斑块 / 形成 / 狭窄,动脉 / 粥样 / 硬化
肾囊肿 / 伴囊壁 / 钙化,肾 / 钙化 / ## / 肾囊肿
卵巢 / 浆液 / 性 / 乳头状 / 腺癌,卵巢 / 恶性肿瘤 / ## / 乳头状 / 腺癌
右 / 拇指 / 肌腱 / 损伤,腕 / 和 / 手 / 肌肉 / 和 / 肌腱 / 损伤
阴道 / 恶性 / 黑色素瘤,阴道 / 恶性肿瘤 / ## / 恶性 / 黑色素瘤
中 / 分化腺癌 / 伴 / 粘液腺癌,腺癌 / ## / 粘液腺癌
升结肠 / 低 / 级别 / 管状腺瘤,升结肠 / 良性肿瘤 / ## / 管状腺瘤
甲亢 / 免疫性 / 甲状腺炎,甲状腺 / 功能 / 亢进症 / ## / 自身 / 免疫性 / 甲状腺炎 / 桥 / 本病
右肺 / 腺癌 / 靶向 / 治疗 / 后,右肺 / 恶性肿瘤 / ## / 腺癌 / ## / 恶性肿瘤 / 靶向 / 治疗
左 / 下肢 / DVT / 高血压 / 高血脂,下肢 / 深 / 静脉 / 血栓 / 形成 / ## / 高血压 / ## / 高脂血症
右侧 / 睾丸 / 胚胎 / 癌,睾丸 / 恶性肿瘤 / ## / 胚胎 / 性癌
胃体 / 低 / 分化腺癌 / IV / 期肠型 / HER2 / 化疗,胃体 / 恶性肿瘤 / ## / 腺癌 / ## / 化学治疗
左下 / 肺 / 斑片 / 影及 / 右 / 上 / 肺 / 硬结 / 灶,肺 / 诊断 / 性 / 影像 / 异常 / ## / 肺部 / 阴影
左侧 / 口底 / 粘膜 / 下 / 血肿 / 机化,血肿 / 机化
成骨 / 不 / 全骨脆 / 症,成骨 / 不全 / 脆骨 / 病
左足 / 背 / 小趾 / 条 / 索状 / 疤痕 / 挛缩,瘢痕 / 挛缩 / ## / 足趾 / 瘢痕 / ## / 足 / 背 / 瘢痕
右腕 / 劳损,累及 / 上肢 / 多个 / 部位 / 的 / 脱位 / 扭伤 / 和 / 劳损
回盲部 / 病变 / 并 / 狭窄,肠未 / 特指 / 的 / 疾病 / ## / 肠 / 狭窄
局灶 / 增生 / 性 / IGA / 肾病 / 伴 / 部分 / 新月 / 体 / 形成,新月 / 体性 / IgA / 肾病
慢性 / 纤维化 / 空洞 / 型 / 肺结核 / 伴 / 支气管 / 扩张,空洞 / 型 / 肺结核 / ## / 结核性 / 支气管 / 扩张
右手 / 腕部 / 皮肤 / 软组织 / 撕脱 / 并 / 部分 / 缺损,上肢 / 撕脱 / 伤 / ## / 上肢 / 皮肤 / 缺损
腕部 / 黑色素瘤,上肢 / 恶性 / 黑色素瘤
非 / 霍奇金 / 套 / 细胞 / 淋巴瘤 / III / 期 / B,非 / 霍奇金 / 淋巴瘤 / ## / 套 / 细胞 / 淋巴瘤
颈椎 / 失稳 / 症,颈椎 / 不 / 稳定
左 / 胸壁 / 淋巴结 / 增生,淋巴 / 组织 / 增生
肝硬化 / 脾亢 / 术后,肝硬化 / ## / 脾 / 功能 / 亢进 / ## / O
停经 / 34 / 周 / MR / 提示 / 胎儿 / 骶 / 尾椎 / 排列 / 紊乱,孕 / 34 / 周
右 / 腹膜 / 后鳞状 / 细胞 / 癌,腹膜 / 后 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
右肾 / 血管 / 平滑肌 / 脂肪瘤,肾 / 错构瘤
左舌 / 颌下腺 / 囊肿,下 / 颌下腺 / 囊肿 / ## / 舌下腺 / 囊肿
胃窦 / 毛细血管 / 扩张,胃肠道 / 毛细血管 / 扩张 / 症
全脑 / 放疗 / 后,放射治疗
四 / 脑室 / 可见 / 寄生虫 / 虫体 / 倾向 / 囊虫 / 症请 / 结合 / 临床,脑 / 囊虫 / 病
胆道 / 疾患 / 先天性 / 胆道 / 闭锁 / 可能性 / 大,先天性 / 胆管 / 闭锁 / ## / 胆道 / 未 / 特指 / 的 / 疾病
左 / 下肢 / 无力 / 原因 / 待查 / 左 / 下肢 / 关节 / 病变 / 不 / 除外,肢体 / 无力 / ## / 关节 / 疾患
富于 / T / 的 / B / 细胞 / 淋巴瘤,富 / T / 细胞 / 富 / 组织细胞 / 大 / B / 细胞 / 淋巴瘤
骨髓 / 增生 / 异常 / 骨髓 / 增殖性 / 肿瘤,骨髓 / 增生 / 异常 / 性 / 骨髓 / 增殖性 / 肿瘤 / 不能 / 分型
右 / 下肢 / 浅 / 静脉曲张 / 术后,下肢 / 静脉曲张 / ## / 静脉曲张 / 术后
右 / 下肢 / 动脉 / 支架 / 植入术 / 及 / 球囊 / 扩张 / 术,血管 / 支架 / 植入术 / 后 / 状态
前胸 / 浅表 / 肿物,胸壁 / 肿物
左眼 / 继发性 / 黄斑 / 前膜,黄斑 / 前膜
宫颈癌 / Ⅰ / b1 / 期 / 术后 / 第 / 1 / 次 / 化疗 / 后 / 原发性 / 高血压 / 1 / 级,宫颈 / 术后 / ## / 子宫颈 / 恶性肿瘤 / ## / 高血压 / 1 / 级 / ## / 原发性 / 高血压 / ## / 癌 / ## / 恶性肿瘤 / 术后 / 化疗
长期 / 胃口 / 差 / 间歇性 / 清晨 / 眼睑 / 浮肿,眼睑 / 水肿 / ## / 食欲不振
腹股沟 / 部 / 挫伤,腹股沟 / 区 / 挫伤
急性 / 迟缓 / 性 / 麻痹 / 左 / 下肢,弛缓 / 性 / 瘫痪 / 周围 / 性 / 瘫痪
颈 / 56 / 椎体 / 左侧 / 异常 / 信号 / 影,其他 / 特指 / 身体 / 结构 / 诊断 / 性 / 影像 / 检查 / 的 / 异常 / 所 / 见
胃底 / 低 / 分化腺癌,胃底 / 恶性肿瘤 / ## / 腺癌
胆总管 / 癌,胆总管 / 恶性肿瘤 / ## / 癌
郁症 / 失眠 / 腰腿痛 / 甲状腺 / 结节,失眠 / ## / 腰痛 / ## / 下肢 / 疼痛
丝虫 / 性 / 象皮 / 病,丝虫 / 性 / 象皮 / 肿
左眼 / 突眼伴 / 充血 / 查因 / 海绵 / 窦漏,突眼性 / 情况 / ## / 海绵 / 窦 / 动静脉 / 瘘
原发性 / 甲状腺 / 机能 / 亢进症 / 复发,原发性 / 甲状腺 / 功能 / 亢进
高血压 / 冠心病 / 房颤 / 肿瘤,高血压 / ## / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / ## / 心房颤动 / 心房 / 纤颤 / ## / 性质 / 未 / 特指 / 的 / 肿瘤
黏膜 / 组织 / 示鳞状 / 上 / 皮化生 / 符合 / 黏膜 / 白斑,白斑病 / 不可 / 归类 / 在 / 他 / 处者
胆总管 / 狭窄 / 塑料 / 支架 / 术后,胆总管 / 狭窄 / ## / 胆管 / 支架 / 置入 / 术后
副 / 脾 / 8 / 低 / 白蛋白 / 血症,低蛋白 / 血症 / ## / 先天性 / 副 / 脾
急性 / 呼吸 / 窘迫 / 综合症 / 重度,急性 / 呼吸 / 窘迫 / 综合征
咳嗽 / 待查 / 上 / 气道 / 综合症 / 胃 / 食管 / 反流,咳嗽 / ## / 胃 / 食管 / 反流 / ## / 上 / 气道 / 咳嗽 / 综合征
孕 / 344 / 周孕 / 1 / 产 / 0 / 左枕 / ## / 羊水 / 过少,孕 / 34 / 周 / ## / 羊水 / 过少
右 / 前臂 / 压疮皮 / 缺损,压疮 / ## / 上肢 / 皮肤 / 缺损
下咽 / 癌,下咽 / 恶性肿瘤 / ## / 癌
胸椎 / 陈旧性 / 压缩性 / 骨折,胸椎 / 压缩性 / 骨折 / ## / 陈旧性 / 胸椎 / 骨折
肺 / 结节 / 右肺 / 实性 / 结节 / 慢性 / 炎症,肺 / 占位性 / 病变 / ## / 肺炎
左 / 足趾 / 肉芽肿 / 性炎,趾 / 感染 / ## / 肉芽肿
混合性 / 酸碱 / 平衡 / 紊乱,混合性 / 酸碱 / 平衡 / 失调
左耳 / 听阈 / 轻度 / 增高,听力 / 减退
前列腺 / 组织 / 伴 / 间质 / 慢性 / 炎,慢性 / 前列腺炎
右 / 肾结石 / 术后,肾结石 / ## / 肾 / 术后
直肠 / 中 / 高 / 分化腺癌 / CTXNXM1BIVB / 期,直肠 / 恶性肿瘤 / ## / 腺癌
多发性 / 子宫 / 肌瘤 / 伴 / 玻璃 / 样 / 变性,子宫 / 平滑肌 / 瘤
肾上腺 / 皮质 / 腺瘤,肾上腺 / 皮质 / 腺瘤 / ## / 肾上腺 / 良性肿瘤
左 / 膝关节 / 局灶性 / 骨 / 梗死 / 退变,单侧 / 膝关节 / 骨性 / 关节病 / ## / 骨坏死
桥臂 / 脱髓鞘 / 改变,脱髓鞘 / 性 / 脑病
声门 / 癌,声门 / 恶性肿瘤 / ## / 癌
妊娠 / 合并 / 子宫 / 肌瘤 / 红色 / 变性,妊娠 / 合并 / 子宫 / 肌瘤
脑 / 脱髓鞘 / 改变 / 脑缺血 / 发作,脱髓鞘 / 性 / 脑病 / ## / 脑血管 / 供血 / 不足
多发性 / 大肠 / 息肉,大肠 / 息肉
子宫 / 肌瘤 / 并腺 / 肌症,子宫 / 肌腺症 / ## / 子宫 / 平滑肌 / 瘤
双侧 / 颈动脉 / 多发 / 粥样 / 硬斑 / 形成,颈动脉 / 粥样 / 硬化
右 / 腓肠肌 / 肌肉 / 拉伤,腓侧 / 肌群 / 和 / 肌腱 / 损伤
右肺 / 鳞状 / 细胞 / 癌,右肺 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
肩关节 / 恶性肿瘤 / 左 / 滑膜 / 肉瘤 / 术后,肩关节 / 恶性肿瘤 / ## / 滑膜 / 肉瘤
左鼻 / 前庭 / 血管 / 源性 / 肿瘤 / 考虑 / 血管 / 周 / 细胞,鼻部 / 血管瘤
尿毒症 / ## / 肾 / 性贫血 / ## / 肾性 / 高血压 / 透析 / 中 / 低血压,尿毒症 / ## / 肾 / 性贫血 / ## / 肾性 / 高血压 / ## / O
右眼 / 皮肤 / 挫裂伤,眼睑 / 挫伤 / ## / 眼睑 / 裂伤
二尖瓣 / 膜 / 置换术 / 后,具有 / 其他 / 心脏 / 瓣膜 / 置换
三 / 踝骨 / 折 / 术后,三 / 踝骨 / 折 / ## / 骨折 / 术后
腰椎 / 间 / 髋骨 / 退行性 / 变,腰椎 / 退行性 / 病变 / ## / 髋骨 / 关节病
股骨头 / 坏死 / 左侧,股骨头 / 缺血性 / 坏死
双膝 / 骨关节炎 / 双膝 / 滑膜炎 / 半月板 / 损伤,膝 / 骨关节 / 病 / ## / 膝关节 / 滑膜炎
T45 / 椎体 / 破坏 / 伴全 / 瘫,完全性 / 瘫痪
左耳 / 听觉 / 障碍,听 / 功能障碍
左侧 / 颈内 / 动脉 / 窦部 / 动脉 / 夹层 / 伴眼段 / 闭塞,颈内 / 动脉 / 夹层 / ## / 颈内 / 动脉 / 闭塞
双侧 / 支气管 / 扩张,支气管 / 扩张 / 症
C7 / 龋齿 / A8 / 牙本质 / 过敏,龋病 / ## / 牙本质 / 过敏症
双下肢 / 大隐 / 静脉曲张 / 术后 / 复发,大隐 / 静脉曲张
骨髓移植 / 术后 / 造血 / 干细胞 / 移植术 / 后,骨髓移植 / 术后 / ## / 造血 / 干细胞 / 移植 / 状态
自身 / 免疫性 / 周围 / 神经病,多发性 / 神经病 / 多发性 / 神经炎 / 周围 / 神经炎
肩胛骨 / 软骨 / 肉瘤,肩胛骨 / 恶性肿瘤 / ## / 软骨 / 肉瘤
脑 / 血流 / 减慢 / T / 波 / 改变,心电图 / 异常
右足 / 及 / 小腿 / 缺血性 / 坏死 / 有 / 腘 / 窝 / 皮 / 坏死,下肢 / 皮肤 / 坏死 / ## / 足 / 坏死
颞骨 / 发育畸形,锁骨 / 颅骨 / 发育不全
右肺 / 小 / 细胞 / 肺癌 / ED / 期,右肺 / 恶性肿瘤 / ## / 小 / 细胞 / 癌
停经 / 31 / 周院 / 外 / B超 / 提示 / 胎儿 / 盆腔 / 囊性 / 回声,孕 / 31 / 周
慢性 / 结肠炎 / 伴肠 / 功能 / 紊乱,慢性 / 结肠炎 / ## / 肠 / 功能 / 紊乱
肺癌 / 广泛 / 期,肺 / 恶性肿瘤 / ## / 癌
胎儿 / 异常 / 完全 / 型 / 心内膜 / 垫 / 缺失,完全 / 型 / 心内膜 / 垫 / 缺损
右环 / 指甲 / 床 / 和 / 黑母 / 质变 / 病,黑甲 / 和 / 褐甲
视网膜 / 裂孔 / 激光 / 术后,视网膜 / 裂孔 / ## / 眼 / 术后
慢性 / 肾功能 / 衰竭 / 并 / 急性 / 肾衰,慢性 / 肾衰竭 / ## / 急性 / 肾衰竭
意义 / 未 / 明 / 单克隆 / 免疫 / 球蛋白 / 血症,意义 / 未明 / 的 / 单克隆 / 丙种球蛋白 / 病
类 / 风湿性关节炎 / 重度,类 / 风湿性关节炎
双眼 / 轮匝肌 / 痉挛,面肌 / 痉挛
右肺 / 少许 / 增生 / 的 / 梭行 / 细胞 / 伴 / 异性 / 考虑 / 恶性,右肺 / 恶性肿瘤
胃体 / 萎缩 / Hp / 治疗 / 后 / 复查,慢性 / 萎缩性 / 胃炎
左 / 回旋 / 支 / 粥样 / 硬化 / 伴 / 轻度 / 狭窄,冠状动脉 / 粥样 / 硬化 / ## / 冠状动脉 / 狭窄
鳞状 / 上 / 皮化生 / 伴 / CIN / Ⅰ / CIN / Ⅱ / 累及 / 腺体,子宫颈 / 上皮 / 瘤样 / 病变 / CINI / 级 / ## / 宫颈 / 上皮 / 瘤样 / 病变 / CINII / 级
高镁低 / 钾 / 钙 / 血症,高镁 / 血症 / ## / 低钾血症 / ## / 低 / 钙 / 血症
右 / 上唇 / 基底 / 细胞 / 癌,基底 / 细胞 / 癌 / ## / 上唇 / 恶性肿瘤
外科 / 切口 / 瘢痕 / 相关 / 行房 / 扑 / 消融术 / 后,心脏 / 射频 / 消融术 / 后 / ## / 手术 / 后 / 瘢痕
肺 / 腺癌 / 化疗 / 后 / 伽玛刀 / 治疗 / 后,肺 / 恶性肿瘤 / ## / 腺癌 / ## / 恶性肿瘤 / 放疗 / ## / 化学治疗 / ## / 恶性肿瘤 / 放疗
子宫 / 不全 / 纵膈,子宫 / 不全 / 纵隔
33 / 周 / 5 / 天 / 早产儿,早产儿 / 孕期 / 等于 / 或 / 大于 / 32 / 整周 / 但 / 小于 / 37 / 整周
脸部 / 色素 / 沉着,色素 / 沉着 / 未 / 特指 / 的 / 疾患
胆总管 / 末端 / 粘液腺癌,胆总管 / 恶性肿瘤 / ## / 腺癌
多发性 / 淋巴结 / 肿大 / 淋巴瘤 / 可能性 / 大,淋巴结 / 肿大 / ## / 淋巴瘤 / ## / 淋巴瘤
阴茎 / 高 / 分化 / 鳞状 / 细胞 / 癌,阴茎 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
腕关节 / 骨性 / 关节炎 / 单侧 / 严重性,腕骨 / 关节病
下肢 / 静脉炎 / 和 / 血栓性 / 静脉炎,下肢 / 血栓性 / 静脉炎
1 / 脑 / 动脉硬化 / 2 / 原发性 / 高血压 / 2 / 级 / 高 / 危组 / 32 / 型 / 糖尿病 / 并 / 周围 / 神经病 / 4 / 前列腺 / 增生 / 5T23 / 水平 / 椎管 / 后份 / 硬 / 脊 / 膜 / 外 / 病变 / 原因,O / ## / 前列腺 / 增生 / ## / 2 / 型 / 糖尿病 / 性 / 周围 / 神经病 / ## / 脑血管 / 硬化
抽动 / 多动 / 综合征,抽动 / 秽语 / 综合征
鼻咽 / 恶性肿瘤 / 联合 / 治疗 / 后 / 的 / 随诊 / 检查,鼻咽 / 恶性肿瘤 / ## / 恶性肿瘤 / 联合 / 治疗 / 后 / 的 / 随诊 / 检查
左 / 上肢 / 开水 / 烫伤,沸水 / 烫伤 / ## / 上肢 / 烫伤
腰椎 / 骨折 / 术后,腰椎 / 骨折 / ## / 骨折 / 术后
双 / 膝关节 / 骨关节炎 / 双膝 / 内 / 翻 / 畸形,双侧 / 膝关节 / 骨性 / 关节病 / ## / 后天性 / 膝内 / 翻
肝 / 脾肿大 / 酒肝,肝脾大 / ## / 酒精性 / 脂肪肝
双眼 / 缺血性 / 综合征,眼 / 缺血 / 综合征
重度 / 听力 / 损害,听 / 功能障碍
腰 / 5 / 左侧 / 椎管 / 峡部 / 不 / 连,腰椎 / 峡部裂
轻度 / 0 / 形腿 / 消化 / 功能 / 差 / 多汗 / 缺锌,锌 / 缺乏 / ## / 多汗症
下颌骨 / 钛 / 板 / 排斥 / 反应,内部 / 固定装置 / 任何 / 部位 / 引起 / 的 / 感染 / 和 / 炎症性 / 反应
躯体 / 神经官能症,其他 / 特指 / 的 / 神经症 / 性障碍
卵巢 / 浆液 / 性 / 腺癌 / IIIC / 期 / 术后 / 第四次 / 化疗 / 后,卵巢 / 恶性肿瘤 / ## / 浆液 / 性 / 腺癌 / ## / 恶性肿瘤 / 术后 / 化疗
糖尿病 / 高血压 / 并脑 / 损害 / 心脏 / 损害,糖尿病 / ## / 高血压 / ## / 未 / 特指 / 的 / 脑病 / ## / 心脏 / 损伤
肺部 / 感染 / 咯血,肺部 / 感染 / ## / 咯血
孕 / 31 / 周 / 贫血,孕 / 31 / 周 / ## / 妊娠 / 合并 / 贫血
肝病 / 血吸虫 / 肝 / 改变 / 可能,血吸虫病 / ## / 未 / 特指 / 的 / 肝病
右肺 / 上 / 叶 / 轻度 / 支气管 / 扩张,支气管 / 扩张 / 症
左 / 下肢 / 浮肿 / 乏力,下肢 / 水肿 / ## / 乏力
小乳症 / 鞍 / 鼻,先天性 / 小乳 / ## / 鞍鼻
血脂高 / 头闷 / 晕,血脂 / 异常 / ## / 头晕
肾炎 / 综合症,肾炎 / 综合征
掌跖角 / 皮病 / 恶性 / 黑素瘤,恶性 / 黑色素瘤 / ## / 掌 / 跖 / 角化
空 / 蝶鞍 / 垂体 / 受压 / 改变,空泡 / 蝶鞍 / 综合征
肝区 / 管状腺瘤 / 乙状结肠 / 符合 / 腺瘤 / 性 / 息肉,乙状结肠 / 良性肿瘤 / ## / 管状腺瘤 / ## / 乙状结肠 / 息肉 / ## / 腺瘤 / 样 / 息肉
完全 / 右束 / 支 / 阻滞 / 心功能 / I / 级,完全性 / 右束 / 支 / 传导 / 阻滞 / ## / 心功能 / I / 级 / NYHA / 分级
前臂 / 纤维瘤,前臂 / 纤维瘤 / 病
手术 / 分娩 / 骶 / 左 / 前位 / 活小婴,无 / 指征 / 剖宫产 / 的 / 单胎 / 分娩
左 / 肾 / 透明 / 细胞 / 癌 / 术后 / 慢性 / 肾功能 / 不全,肾 / 术后 / ## / 肾 / 恶性肿瘤 / ## / 透明 / 细胞 / 癌 / ## / 慢性 / 肾功能 / 不全
高血压病 / 左房 / 大,高血压 / ## / 左房 / 扩大
